Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,0,0,0,2615,2615,2615,3,3,0,4,4,6.17331584227e-05,0,1.52963671128,0.644831016205,89.0,1.41291957357,4,4,1.0,1.41053930654,1.18225497966,0.0,0
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,0,0,4,10960,10960,11000,11,11,0,410,348,0.00537078478278,0,37.2727272727,1.05846254251,84.0,1.14160500323,10,10,1.0,1.41053930654,1.14355569534,0.0,0
Antdix,1NNnUkWk29x6PBMyUpRDXv4dEMNrw5qjWY
Ashleysly,1Mdu9MbAEsUm81NzEPQR7GCkUxbG39pWMy,0,0,0,35172,35172,35172,35,15,20,153,120,0.00185199475268,0,4.35005117707,0.758387926214,77.5,0.848257973627,33,33,1.0,1.41053930654,0.877525092694,0.983787896887,20
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,0,0,30,12415,12415,12715,13,7,6,515,356,0.00549425109962,0,40.5033425088,1.07220569053,68.5,0.53805234778,33,33,1.0,1.41053930654,0.78554704648,0.88067188414,5
Atruk,1x1yenCV3GxoiGPjpE1iykCH9kcmS8fsr,0,0,0,22236,22236,22236,22,22,0,3,2,3.08665792114e-05,0,0.134916351862,0.442369866324,78.0,0.868615179836,0,15,0.0,0.0,0.653880067799,0.0,0
Backa18,1A7mEa8zufBg2ajkQU8uezFKVvaxEqXr3g,0,0,0,84770,84770,84770,85,63,22,538,467,0.00720734624585,0,6.34658487673,0.80417588014,86.0,1.24509185989,29,29,1.0,1.41053930654,1.12936181063,1.26612046739,28
Balthozar,1kFhM8vtEzbZ43Z5wcadPvNrb4xFXbgze,0,0,4,10533,10533,10573,11,11,0,44,42,0.000648198163439,0,4.16154355434,0.753191491504,95.5,1.83236205976,0,12,0.0,0.0,1.32537468331,0.0,0
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,0,0,0,36761,36761,36761,37,37,0,52,46,0.000709931321861,0,1.41454258589,0.637049936698,88.5,1.38386758903,8,15,0.533333333333,0.718474082731,1.0932829427,0.0,0
Ben,1DbJtgRfXqa2Vjh4Qfe35gGqMVEbC7DoAu,0,0,15,1946,1946,2096,2,0,2,450,366,0.00564858399568,0,429.389312977,1.54672244257,80.487704918,0.975235287614,0,1,0.0,0.0,1.04915790534,1.17620437044,2
BitcoinAlchemist,1JBmwfJ4HmxTDDYwZY1rC63xR9h8Usqtat,0,0,0,27584,27584,27584,28,25,3,28,22,0.000339532371325,0,1.0150812065,0.605071954526,78.0,0.868615179836,1,26,0.0384615384615,0.0427456752119,0.70696526178,0.792574336449,2
Bittzy78,1Pz1K3res89p4GF3N26gz93CzbyWUcjEAb,3084,925,6,10917,14001,11902,12,0,12,175,141,0.0021760938344,0,29.4068223828,1.02023188957,80.0,0.953620178915,11,11,1.0,1.41053930654,1.01929560487,1.14272593203,14
Bmlzootown,1AWxtasquGuwRz9KMSfbZLVa3ED7XuXNev,0,0,0,1281,1281,1281,1,1,0,5,4,6.17331584227e-05,0,3.90320062451,0.745736980756,70.0,0.582796241547,3,3,1.0,1.41053930654,0.714452769809,0.0,0
Boelens,1PZ4yQmyi4JsfhUUHJiNs15gt98MreQXw1,0,0,0,1419,1419,1419,1,1,0,7,5,7.71664480284e-05,0,4.93305144468,0.773336564547,70.0,0.582796241547,0,1,0.0,0.0,0.581678714292,0.0,0
Caprigon,1Q4siL9KD2W8cy5eguRr5z5R1iCca27Qqv
CaramelSunshine,14yBc8zcJZh8nhUVx62RBX1n19Nw4pgy2q,0,0,0,3963,3963,3963,4,4,0,6,4,6.17331584227e-05,0,1.51400454201,0.643803836093,72.5,0.663311667723,0,6,0.0,0.0,0.591128151462,0.0,0
Cdelatorref,13TRk2LRQuPH926Dq4u1uL63gUvfX5wRN3
Ceebizcut,1M5haKYJ8PJ43kHTs6okSBLj5gUhLRQiUJ,0,0,0,22272,22272,22272,22,22,0,15,12,0.000185199475268,0,0.67349137931,0.567747879488,79.0,0.910394747658,0,12,0.0,0.0,0.716561212441,0.0,0
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,22120,6636,0,134677,156797,141313,141,137,4,248,175,0.00270082568099,0,1.75496946495,0.658731384315,70.0,0.582796241547,34,101,0.336633663366,0.438479719001,0.591145132123,0.662729112966,3
Cryptobyte,1HwxMzbFqZfyE6HaR2D3keJQ1ync1V5UQR,0,0,0,5145,5145,5145,5,5,0,0,0,0.0,0,0.0,0.0,99.0,2.0924603933,0,4,0.0,0.0,1.25547623598,0.0,0
Cryptopi,16wwpo6sJeFFWMnSy7ySa62mZLTAWohyP7,0,0,3,109832,109832,109862,110,110,0,62,42,0.000648198163439,0,0.564344359287,0.552380284827,67.5,0.509649657313,0,78,0.0,0.0,0.471503879836,0.0,0
Cryptowonk,1Fd2fo3VYSAjUr2uXNCfoSRSeWcGX9x5Ge,0,0,0,6713,6713,6713,7,0,7,162,119,0.00183656146308,0,48.264561299,1.10177908797,73.0,0.680338382376,6,6,1.0,1.41053930654,0.879790686471,0.986327839911,7
Dalamar96,1BXH2Xida1orS5GpXdniMrwZFbi5iznM92,0,0,0,9901,9901,9901,10,0,10,32,31,0.000478431977776,0,6.46399353601,0.80646690448,95.0,1.79723193278,4,4,1.0,1.41053930654,1.46133316167,1.4999,15
Darebruges,1EkixVazBUdNarHfB5eUWsxQ6JJnQuQx3K
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,28726,8617,124,108461,137187,118318,118,107,11,68,57,0.000879697507524,0,0.57472235839,0.553944678754,82.5,1.06821365477,6,41,0.146341463415,0.179345605365,0.825046157024,0.924954090101,10
Devguy,1QAZtw4SYaMfceg55uL2yarTnDtjySSyXz,0,0,1,12148,12148,12158,12,12,0,3,2,3.08665792114e-05,0,0.24675111038,0.485822589336,80.487704918,0.975235287614,9,11,0.818181818182,1.13725825297,0.844613774666,0.0,0
Devtome_Writer,17wwzTrWrk1buS9bxEFdgTsvhiyrDakBZe,0,0,0,10248,10248,10248,10,10,0,7,5,7.71664480284e-05,0,0.68306010929,0.568992318105,70.0,0.582796241547,10,13,0.769230769231,1.06440211227,0.626815651587,0.0,0
Dexter,18jMxk8jqwvgpx4wT48VAb6jGbYNazz4b7,16281,4884,69,93407,109688,98981,99,99,0,32,19,0.000293232502508,0,0.323294369626,0.506627234637,60.0,0.330092003139,1,31,0.0322580645161,0.0353928269655,0.353582654971,0.0,0
Diamondcardz,18q45dAKGakQdPkjrg17NrfdiFGKWULwSJ,0,0,2,2077,2077,2097,2,2,0,12,11,0.000169766185662,0,5.72246065808,0.791359364648,90.0,1.47235374613,0,2,0.0,0.0,1.12082005708,0.0,0
Dinkleberg,1Mnd6HGYcoNryKT2bkaT55BPsVK1a8o49u,0,0,89,24030,24030,24920,25,22,3,227,206,0.00317925765877,0,9.10914927769,0.850565034935,90.0,1.47235374613,28,28,1.0,1.41053930654,1.27963568881,1.43459157301,4
Eammy,1EPRS5bUm6USqLWZf5faBzZF2dXhHdyfgc,0,0,5,9241,9241,9291,9,9,0,0,0,0.0,0,0.0,0.0,87.5,1.32707290956,0,8,0.0,0.0,0.796243745737,0.0,0
Ecafe,17tRggPGbLBVWFBoySALZXTABD2zSe3kEW,0,0,0,62859,62859,62859,63,52,11,18,15,0.000231499344085,0,0.28635517587,0.497176562643,80.0,0.953620178915,13,13,1.0,1.41053930654,0.862379006795,0.966807714649,11
Eeharris,1CfWWyDNUeioJc7TBnqDBDyQKJUYwT7S2Z,377067,113120,4,176189,553256,289349,289,307,0,8423,7870,0.121459989197,0,29.1101749099,1.01862776978,92.5,1.6288957798,38,38,1.0,1.41053930654,1.42397972947,0.0,0
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,0,0,0,5518,5518,5518,6,6,0,3,3,4.6299868817e-05,0,0.543675244654,0.549190779495,85.0,1.19253043322,0,1,0.0,0.0,0.880275493782,0.0,0
Emilianoz,1EykDePNj9311jvwcUaZczCjNFQ6Ep1zmi,10577,3173,2,13959,24536,17152,17,17,0,2,2,3.08665792114e-05,0,0.116604477612,0.432467839532,81.0,0.998322496279,1,12,0.0833333333333,0.0980055983006,0.738534409457,0.0,0
Eroxors,1GhARG75QssPfXntVLW5wwpqPP6H2fRbmo,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Estera,14VRNYCwocTSAyPprHnKx12Eim6jDBHYZq,0,0,0,16915,16915,16915,17,17,0,8,5,7.71664480284e-05,0,0.472953000296,0.537440494724,65.0,0.443433289734,0,11,0.0,0.0,0.427292122258,0.0,0
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,0,0,203,295902,295902,297932,275,225,50,14649,9618,0.148437379427,0,49.1689378784,1.10495809148,65.0,0.443433289734,125,125,1.0,1.41053930654,0.738601331937,0.828041336976,41
Flam,167fASsEEnKszkd8PdNRMB1HWTnxcNRgbR,0,0,25,17509,17509,17759,18,0,18,241,207,0.00319469094838,0,27.1411678586,1.00761576408,85.0,1.19253043322,13,13,1.0,1.41053930654,1.15885691981,1.29918724994,23
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,0,0,11,22350,22350,22460,22,22,0,5154,4685,0.0723049618026,0,229.474621549,1.40339632003,90.0,1.47235374613,22,31,0.709677419355,0.976224671733,1.40205361086,0.0,0
