Format,pluribusunum
_beginpeers
http://galaxies.mygamesonline.org/receiver.csv
http://devcoinpool.btc-music.com/receiver/receiver.csv
http://devcoinblockexplorer.info/receiver/receiver.csv
http://devtome.com/files/receiver.csv
http://devcoin.darkgamex.ch/receiver.csv
http://d.evco.in/receiver/receiver.csv
http://show-me-the-devcoin.info/devtome/receiver.csv
http://coinfaucets.tk/receiver.csv
http://creativecurrencies.cu.cc/wp-content/uploads/receiver.csv
_endpeers
_begincoins

Bitcoin Share List: 17 Shares
DiabloD3,1DbeWKCxnVCt3sRaSAmZLoboqr8pVyFzP1
Emery,1NKKQBSaQ6XMViwC46b4JCxGUiUp6EDZR5
FellowTraveler,1NtTPVVjDsUfDWybS4BwvHpG2pdS9RnYyQ
Forrestv,1HNeqi3pJRNvXybNX4FKzZgYJsdTSqJTbk
Gweedo,15MZRa1cPUVChs6XpzyAfGox5nvPVpSvok
Jackjack,1PCCUU9XtWtnWU5KWbfu5hEZH36suD8rTd
John_Smith,1B2fZN58SD4JqaTitHmBLcSo89GfUtvWZ3
John_Tobey,1PWC7PNHL1SgvZaN7xEtygenKjWobWsCuf
Khal,1KHAL8bUjnkMRMg9yd2dNrYnJgZGH8Nj6T
Knotwork,1MbRAfeayy7bYfJ8yBVKTt41nyiGhVAz62
Luke-Jr,1ABvQwiuCnySQqBzruaAcdrkgYae9LoqWz
Marcus_of_Augustus,1ARVXWVKGPPYPVVwT1Fmy8UzVDSvNe6anh
Matt_Corallo,1JBMattRztKDF2KRS3vhjJXA7h47NEsn2c
M0mchil,126VZtqifE91nrBsXRkjZRMkTTvSTEMHPC
Ssm2017,1MKEmEkcJ1STcYCUoDwzhREqt2CjUJwre2
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB

Bounty: 52 Shares
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,1-Aegis Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,1-Article Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,1-Advertising Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348)
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,1-Linux Administrator(https://bitcointalk.org/index.php?topic=34586.msg2271090#msg2271090),1-File Administrator,2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1938014#msg1938014),1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1943155#msg1943155),1-Faucet Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2028378#msg2028378),2/5-Account Script Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2171884#msg2171884),2/5-Wiki Backup(https://bitcointalk.org/index.php?topic=34586.msg2171884#msg2171884)
Faucet,1EpJKJbpeoXnYGtoB8F6re78FMAtvNRWMf,8-Faucet Donation
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,1-Signing Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348),1-File Administrator
Gweedo,15MZRa1cPUVChs6XpzyAfGox5nvPVpSvok,2/5-Ticker Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047)
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,2/5-Backup Maintenance(https://bitcointalk.org/index.php?topic=34586.msg889087#msg889087),1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1084393#msg1084393)
Igotspots,15QJ9i6tnEAUENLib7aqUMtGjSMNhtCpPf,3-Non Mining Business(https://bitcointalk.org/index.php?topic=233997.msg3289415#msg3289415)
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb,1-Devtome Administrator,1-File Administrator,2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2128556#msg2128556),2/5-Portal Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2198037#msg2198037)
K1773R,1NGCrVaFXanWib44ijNBR8yBoCAREGpXro,1-File Administrator,1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1376078#msg1376078),1-Windows Administrator(https://bitcointalk.org/index.php?topic=34586.msg1791709#msg1791709)
Markm,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,1-Source Administrator(https://bitcointalk.org/index.php?topic=34586.msg2002555#msg2002555),1-File Administrator,1-Wiki Maintenance(https://bitcointalk.org/index.php?topic=34586.msg654190#msg654190),2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2128556#msg2128556)
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,1-Share Administrator(https://bitcointalk.org/index.php?topic=34586.msg2271090#msg2271090),2/5-Ticker Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047)
Notabot,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,1-Investor Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860),1-File Administrator,2-Informative Purchase Post(https://bitcointalk.org/index.php?topic=233997.msg3289415#msg3289415)
Ranlo,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,1-Article Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860),1-File Administrator
Shakezula,1AyjX2QpTYFnmMFnzD3A2sqosfrrMuKbcz,1-Article Administrator(https://bitcointalk.org/index.php?topic=233997.msg3201187#msg3201187),1-File Administrator(https://bitcointalk.org/index.php?topic=233997.msg3201187#msg3201187)
Shattienator,1Fhex5BvBGaChJqK75Z6MPxtK9muSsScKC,1-File Administrator,2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg640074#msg640074)
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq,1-Business Administrator(https://bitcointalk.org/index.php?topic=233997.msg3201187#msg3201187),1-File Administrator(https://bitcointalk.org/index.php?topic=233997.msg3201187#msg3201187)
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ,1-Source Administrator(https://bitcointalk.org/index.php?topic=233997.msg3067817#msg3067817),2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1936478#msg1936478),1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=233997.msg2695721#msg2695721)
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,1-Founder Administrator
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,1-Signing Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898),1-File Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898)
Worldinacoin,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,1-Signing Administrator(https://bitcointalk.org/index.php?topic=233997.msg2817898#msg2817898)
Xchrix,112NRCenwi3VTS9GMuW1kgnAKFGjE9YymR,2/5-Cryptocoincharts Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1385226#msg1385226)

Devcoin Share List: 1 Shares
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut

Devtome Earnings: 460 Shares
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,1-Word Count(http://devtome.com/doku.php?id=wiki:user:Alyssa85)
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,1-Word Count(http://devtome.com/doku.php?id=wiki:user:CryptoAddicto)
