Format,pluribusunum
_beginpeers
http://galaxies.mygamesonline.org/receiver.csv
http://devcoinpool.btc-music.com/receiver/receiver.csv
http://devcoinblockexplorer.info/receiver/receiver.csv
http://devtome.com/files/receiver.csv
http://devcoin.darkgamex.ch/receiver.csv
http://d.evco.in/receiver/receiver.csv
http://show-me-the-devcoin.info/devtome/receiver.csv
_endpeers
_begincoins

Bitcoin Share List: 17 Shares
DiabloD3,1DbeWKCxnVCt3sRaSAmZLoboqr8pVyFzP1
Emery,1NKKQBSaQ6XMViwC46b4JCxGUiUp6EDZR5
FellowTraveler,1NtTPVVjDsUfDWybS4BwvHpG2pdS9RnYyQ
Forrestv,1HNeqi3pJRNvXybNX4FKzZgYJsdTSqJTbk
Gweedo,15MZRa1cPUVChs6XpzyAfGox5nvPVpSvok
Jackjack,1PCCUU9XtWtnWU5KWbfu5hEZH36suD8rTd
John_Smith,1B2fZN58SD4JqaTitHmBLcSo89GfUtvWZ3
John_Tobey,1PWC7PNHL1SgvZaN7xEtygenKjWobWsCuf
Khal,1KHAL8bUjnkMRMg9yd2dNrYnJgZGH8Nj6T
Knotwork,1MbRAfeayy7bYfJ8yBVKTt41nyiGhVAz62
Luke-Jr,1ABvQwiuCnySQqBzruaAcdrkgYae9LoqWz
Marcus_of_Augustus,1ARVXWVKGPPYPVVwT1Fmy8UzVDSvNe6anh
Matt_Corallo,1JBMattRztKDF2KRS3vhjJXA7h47NEsn2c
M0mchil,126VZtqifE91nrBsXRkjZRMkTTvSTEMHPC
Ssm2017,1MKEmEkcJ1STcYCUoDwzhREqt2CjUJwre2
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB

Bounty: 61 Shares
21stcenturymoney,1Gi5cEiN1wdFzjwFrZqoi9dwFTt8eCKjQ3,6-Second Anniversary Giveaway(https://bitcointalk.org/index.php?topic=268726.msg2896293#msg2896293)
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,1-Aegis Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,1-Article Administrator(https://bitcointalk.org/index.php?topic=233997.msg2616860#msg2616860)
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,1-Advertising Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348)
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,1/5-Button(https://bitcointalk.org/index.php?topic=233997.msg2888692#msg2888692)
Dexter,18jMxk8jqwvgpx4wT48VAb6jGbYNazz4b7,3/5-Symbol(https://bitcointalk.org/index.php?topic=233997.msg2901433#msg2901433)
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,1-Linux Administrator(https://bitcointalk.org/index.php?topic=34586.msg2271090#msg2271090),1-File Administrator,2/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1938014#msg1938014),1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1943155#msg1943155),1-Faucet Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2028378#msg2028378),2/5-Account Script Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2171884#msg2171884),2/5-Wiki Backup(https://bitcointalk.org/index.php?topic=34586.msg2171884#msg2171884)
Faucet,1EpJKJbpeoXnYGtoB8F6re78FMAtvNRWMf,8-Faucet Donation
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,1-Signing Administrator(https://bitcointalk.org/index.php?topic=34586.msg1888348#msg1888348),1-File Administrator
Gweedo,15MZRa1cPUVChs6XpzyAfGox5nvPVpSvok,2/5-Ticker Maintenance(https://bitcointalk.org/index.php?topic=34586.msg2001047#msg2001047)
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,2/5-Backup Maintenance(https://bitcointalk.org/index.php?topic=34586.msg889087#msg889087),1-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1084393#msg1084393)
