Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,0,0,0,2592,2592,2592,3,3,0,0,0.0,0.0,0.0,0.0,0.0,89.0,1.6,4,4,1.0,1.24,1.08,0.0,0
Alpha511,1Fcqq12HeSxi3UEqeuPrj7mKZ5U8CLosE5,0,0,12,4131,4131,4251,4,4,0,70,46.0,0.000482,0.0,16.5,1.11,65.0,0.554,3,3,1.0,1.24,0.79,0.0,0
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,0,0,4,10960,10960,11000,11,11,0,466,398.0,0.00417,0.0,42.4,1.29,84.5,1.34,10,10,1.0,1.24,1.32,0.0,0
Amirali00124,1FfeaJ6cQGWmfRH3SKsYnyMYA62g7FnDds,0,0,0,3131,3131,3131,3,3,0,6,3.0,0.0000314,0.0,1.92,0.792,45.0,0.16,4,4,1.0,1.24,0.457,0.0,0
Antdix,1NNnUkWk29x6PBMyUpRDXv4dEMNrw5qjWY,0,0,61,66560,66560,67170,67,45,22,336,255.0,0.00267,0.0,5.0,0.922,75.0,0.898,39,39,1.0,1.24,0.939,0.829,18
Ashleysly,1Mdu9MbAEsUm81NzEPQR7GCkUxbG39pWMy,559,167,0,47890,48449,48057,48,45,3,82,54.0,0.000566,0.0,1.71,0.778,65.0,0.554,51,51,1.0,1.24,0.689,0.609,2
Asquirrel,1Dme8MjSTnsQdGsXT94Yb5is9EXqRPYnVZ,0,0,0,3238,3238,3238,3,3,0,6,3.0,0.0000314,0.0,1.85,0.788,50.0,0.228,1,1,1.0,1.24,0.497,0.0,0
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,701,210,38,56105,56806,56695,57,57,0,183,126.0,0.00132,0.0,3.23,0.86,68.0,0.645,80,80,1.0,1.24,0.769,0.0,0
Atruk,1x1yenCV3GxoiGPjpE1iykCH9kcmS8fsr,0,0,0,22207,22207,22207,22,22,0,6,5.0,0.0000524,0.0,0.27,0.581,79.0,1.07,15,15,1.0,1.24,0.941,0.0,0
Backa18,1A7mEa8zufBg2ajkQU8uezFKVvaxEqXr3g,0,0,4,90493,90493,90533,91,87,4,49,34.0,0.000356,0.0,0.541,0.649,68.5,0.661,32,32,1.0,1.24,0.715,0.631,3
Balthozar,1kFhM8vtEzbZ43Z5wcadPvNrb4xFXbgze,0,0,4,10533,10533,10573,11,11,0,16,15.0,0.000157,0.0,1.51,0.763,93.0,1.86,0,12,0.0,0.0,1.34,0.0,0
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,0,0,0,36735,36735,36735,37,37,0,25,22.0,0.00023,0.0,0.681,0.672,88.5,1.57,9,15,0.6,0.459,1.19,0.0,0
Ben,1DbJtgRfXqa2Vjh4Qfe35gGqMVEbC7DoAu,0,0,15,1947,1947,2097,2,2,0,153,131.0,0.00137,0.0,73.0,1.41,85.0,1.37,1,1,1.0,1.24,1.37,0.0,0
BitcoinAlchemist,1JBmwfJ4HmxTDDYwZY1rC63xR9h8Usqtat,0,0,0,27586,27586,27586,28,28,0,28,20.0,0.000209,0.0,1.02,0.716,71.0,0.746,2,26,0.0769,0.0085,0.664,0.0,0
Bit-fxtrader,1BZrrPVnQibm9M357dATtTokUYP1vaosgU,0,0,1,32201,32201,32211,32,32,0,202,143.0,0.0015,0.0,6.27,0.955,70.0,0.711,21,21,1.0,1.24,0.837,0.0,0
Bittzy78,1Pz1K3res89p4GF3N26gz93CzbyWUcjEAb,3084,925,6,12925,16009,13910,14,14,0,27,22.0,0.00023,0.0,1.94,0.794,80.0,1.12,13,13,1.0,1.24,1.03,0.0,0
Blackjet69,1tjX32UTH9DV9LkWKSncr4a3sJ4ksY84S,0,0,4,6821,6821,6861,7,7,0,26,20.0,0.000209,0.0,3.79,0.882,77.3,0.994,7,7,1.0,1.24,0.985,0.0,0
Bloodstone,16ErAavhmhfJZzRMN7x3be7Mg43KYqTyaK,2248,674,0,2112,4360,2786,3,3,0,3,2.0,0.0000209,0.0,1.08,0.723,63.0,0.498,9,10,0.9,1.01,0.617,0.0,0
Bmlzootown,1AWxtasquGuwRz9KMSfbZLVa3ED7XuXNev,0,0,0,1282,1282,1282,1,1,0,2,1.0,0.0000105,0.0,1.56,0.767,60.0,0.423,3,3,1.0,1.24,0.607,0.0,0
Boelens,1PZ4yQmyi4JsfhUUHJiNs15gt98MreQXw1,0,0,0,1421,1421,1421,1,1,0,3,2.0,0.0000209,0.0,2.11,0.804,65.0,0.554,1,1,1.0,1.24,0.697,0.0,0
Bomac,18sqY71VonaH81y4mWyrFirLf9ZMq238wY,0,0,0,84348,84348,84348,84,47,37,315,286.0,0.003,0.0,3.73,0.88,90.0,1.66,21,21,1.0,1.24,1.39,1.22,45
Caprigon,1Q4siL9KD2W8cy5eguRr5z5R1iCca27Qqv,0,0,0,29893,29893,29893,30,18,12,40,39.0,0.000408,0.0,1.34,0.748,97.0,2.14,12,12,1.0,1.24,1.63,1.44,17
CaramelSunshine,14yBc8zcJZh8nhUVx62RBX1n19Nw4pgy2q,3963,1188,0,0,3963,1188,1,4,0,2,1.0,0.0000105,0.0,1.68,0.776,50.0,0.228,0,6,0.0,0.0,0.37,0.0,0
Cdelatorref,13TRk2LRQuPH926Dq4u1uL63gUvfX5wRN3,0,0,11,10208,10208,10318,10,9,1,66,52.0,0.000545,0.0,6.4,0.958,77.3,0.994,15,15,1.0,1.24,1.01,0.89,1
Ceebizcut,1M5haKYJ8PJ43kHTs6okSBLj5gUhLRQiUJ,0,0,0,22266,22266,22266,22,22,0,5,4.0,0.0000419,0.0,0.225,0.564,79.0,1.07,0,12,0.0,0.0,0.812,0.0,0
Colin012,1LsUrZ2EcGKwy3Vt72FbFkng5bnYjdTsea,0,0,2,2189,2189,2209,2,2,0,0,0.0,0.0,0.0,0.0,0.0,77.3,0.994,1,3,0.333,0.147,0.611,0.0,0
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,171784,51535,0,0,171784,51535,52,156,0,174,123.0,0.00129,0.0,3.38,0.866,70.0,0.711,49,115,0.426,0.236,0.71,0.0,0
Cryptobyte,1HwxMzbFqZfyE6HaR2D3keJQ1ync1V5UQR,0,0,0,5149,5149,5149,5,5,0,0,0.0,0.0,0.0,0.0,0.0,92.0,1.79,4,4,1.0,1.24,1.2,0.0,0
Cryptopi,16wwpo6sJeFFWMnSy7ySa62mZLTAWohyP7,0,0,3,117896,117896,117926,118,118,0,223,113.0,0.00118,0.0,1.89,0.79,50.0,0.228,0,86,0.0,0.0,0.374,0.0,0
Cryptaur,18HEmGSt6x1aiwqEWQBZYedYwEjEB61FLe,0,0,47,45376,45376,45846,46,46,0,2,1.0,0.0000105,0.0,0.0436,0.436,60.0,0.423,34,38,0.895,0.997,0.484,0.0,0
Cybernet,1La3GDDFvm2fVSjDh7Wy6YvbZ4MiP7Mt1q,0,0,7,2315,2315,2385,2,0,2,13,10.0,0.000105,0.0,10.9,1.04,77.3,0.994,4,4,1.0,1.24,1.03,0.912,2
Dalamar96,1BXH2Xida1orS5GpXdniMrwZFbi5iznM92,0,0,0,19133,19133,19133,19,19,0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.711,6,6,1.0,1.24,0.551,0.0,0
Darebruges,1EkixVazBUdNarHfB5eUWsxQ6JJnQuQx3K,0,0,7,2551,2551,2621,3,2,1,23,23.0,0.000241,0.0,8.78,1.01,97.0,2.14,4,4,1.0,1.24,1.71,1.5,1
Dead_bit,1SuaNpdTNevb6VUYYn2Tqq4iXD5yeLmJ9,0,0,17,7189,7189,7359,7,6,1,15,13.0,0.000136,0.0,2.04,0.8,89.0,1.6,5,5,1.0,1.24,1.32,1.17,1
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,30991,9297,126,116274,147265,126831,127,127,0,100,86.0,0.000901,0.0,0.788,0.688,85.0,1.37,8,45,0.178,0.0432,1.03,0.0,0
Deadwood,1MRCQrNWiXg8LA4vq6PfYvpdWfyZketSw6,0,0,0,13708,13708,13708,14,11,3,55,43.0,0.00045,0.0,4.01,0.89,77.3,0.994,10,11,0.909,1.03,0.967,0.853,3
Develcuy,1DogCa5wiVZJWFnFDezuw5XssoWWabijnE,0,0,0,1050,1050,1050,1,0,1,20,16.0,0.000168,0.0,38.1,1.27,77.3,0.994,2,2,1.0,1.24,1.1,0.972,1
